university,city,country,coursename,coursedescription,startdate,enddate,price,currency,timestamp
Universitas Negeri Yogyakarta,Kertamukti,Indonesia,Senior Cost Accountant,Balanced motivating array,2016-05-15,2016-09-26,5831.56,IDR,2024-08-02 21:09:34.366232
St. Petersburg State Conservatory,Lyudinovo,Russia,Social Worker,Phased 5th generation analyzer,2018-04-26,2018-10-15,9087.39,RUB,2024-08-02 21:09:34.366232
Jönköping University College of Health Sciences,Burträsk,Sweden,Director of Sales,Triple-buffered contextually-based collaboration,2017-12-01,2018-02-04,1517.55,SEK,2024-08-02 21:09:34.366232
Universidade Federal de Roraima,Ferraz de Vasconcelos,Brazil,Nurse,Customer-focused zero tolerance Graphical User Interface,2017-12-17,2018-02-17,3033.57,BRL,2024-08-02 21:09:34.366232
American University College of Technology,Jbaïl,Lebanon,Community Outreach Specialist,Multi-tiered client-server definition,2019-08-29,2019-11-21,9406.1,LBP,2024-08-02 21:09:34.366232
Universitas Krisnadwipayana,Tegalalang,Indonesia,Civil Engineer,Automated bi-directional encryption,2019-05-09,2019-08-15,9379.9,IDR,2024-08-02 21:09:34.366232
Universitas Amir Hamzah,Waru Selatan,Indonesia,Cost Accountant,Digitized systemic middleware,2017-05-31,2017-10-31,7988.05,IDR,2024-08-02 21:09:34.366232
Mie University,Aso,Japan,Recruiter,Profit-focused cohesive intranet,2019-11-08,2020-01-26,4017.72,JPY,2024-08-02 21:09:34.366232
Arellano University,Songculan,Philippines,Nurse Practicioner,Distributed optimizing artificial intelligence,2017-02-05,2017-03-05,6315.7,PHP,2024-08-02 21:09:34.366232
University of the Philippines Open University,Gatbo,Philippines,Financial Advisor,Face to face intermediate instruction set,2018-04-04,2018-08-25,6476.78,PHP,2024-08-02 21:09:34.366232
Ateneo de Manila University,Mungo,Philippines,Data Coordinator,Compatible national monitoring,2017-02-23,2017-03-13,1828.32,PHP,2024-08-02 21:09:34.366232
Universidad de Holguín,Batabanó,Cuba,Structural Analysis Engineer,Cloned high-level function,2018-11-06,2019-05-17,3544.76,CUP,2024-08-02 21:09:34.366232
University of Central Greece,Itéa,Greece,Quality Control Specialist,Future-proofed systemic benchmark,2017-03-09,2017-10-06,2950.7,EUR,2024-08-02 21:09:34.366232
"Music Academy ""Felix Nowowiejski"" in Bydgoszcz",Wysoka,Poland,Technical Writer,Virtual global productivity,2016-08-18,2017-01-31,8471.49,PLN,2024-08-02 21:09:34.366232
Universidade Federal Rural do Rio de Janeiro,Belém,Brazil,Civil Engineer,Self-enabling 6th generation Graphical User Interface,2016-03-05,2016-08-11,744.82,BRL,2024-08-02 21:09:34.366232
Universitas Lancang Kuning,Kablukan,Indonesia,Media Manager IV,Self-enabling multi-state knowledge user,2019-10-20,2019-11-04,1979.33,IDR,2024-08-02 21:09:34.366232
Universidad INCCA de Colombia,Aipe,Colombia,Account Representative IV,Fundamental multimedia process improvement,2016-03-10,2016-05-18,2042.43,COP,2024-08-02 21:09:34.366232
University of Swaziland,Darkton,Swaziland,Assistant Manager,Diverse 5th generation architecture,2016-07-03,2016-08-13,7153.55,SZL,2024-08-02 21:09:34.366232
Université d'Antananarivo,Ambanja,Madagascar,Dental Hygienist,Centralized dynamic internet solution,2018-02-08,2018-05-14,4768.77,MGA,2024-08-02 21:09:34.366232
Caritas University,Mubi,Nigeria,Marketing Manager,Ergonomic didactic portal,2016-12-26,2017-01-09,8678.69,NGN,2024-08-02 21:09:34.366232
"University of Shkodra ""Luigj Gurakuqi""",Vukatanë,Albania,Food Chemist,Robust multi-state contingency,2016-10-17,2017-03-11,474.2,ALL,2024-08-02 21:09:34.366232
Ho Chi Minh City University of Natural Sciences,Sóc Trăng,Vietnam,Accounting Assistant I,Vision-oriented 3rd generation hub,2018-11-05,2019-03-03,3712.95,VND,2024-08-02 21:09:34.366232
Seiwa College,Chichibu,Japan,Food Chemist,Intuitive methodical data-warehouse,2019-11-19,2020-03-07,8567.25,JPY,2024-08-02 21:09:34.366232
Southern Cross University,Sydney,Australia,Compensation Analyst,Future-proofed secondary methodology,2018-07-09,2018-09-29,1777.89,AUD,2024-08-02 21:09:34.366232
Dongbei University of Finance And Economics,Weizhou,China,General Manager,Multi-channelled cohesive throughput,2018-01-15,2018-06-11,9890.62,CNY,2024-08-02 21:09:34.366232
Kuzbass State Technical University,Murmashi,Russia,Senior Financial Analyst,Public-key dynamic hardware,2017-06-06,2017-12-15,8449.53,RUB,2024-08-02 21:09:34.366232
Beijing New Asia University,Qionghai,China,Tax Accountant,Up-sized neutral throughput,2019-06-12,2019-11-16,1085.65,CNY,2024-08-02 21:09:34.366232
Medical University Varna,Samokov,Bulgaria,Senior Financial Analyst,Advanced client-server approach,2019-05-31,2019-06-18,9446.24,BGN,2024-08-02 21:09:34.366232
Universitas Negeri Semarang,Sukakerta,Indonesia,Human Resources Manager,Organized executive conglomeration,2016-09-12,2017-03-07,5200.18,IDR,2024-08-02 21:09:34.366232
Universidad Columbia del Paraguay,Santiago,Paraguay,Design Engineer,User-centric systematic product,2019-10-08,2020-03-09,6239.69,PYG,2024-08-02 21:09:34.366232
Huaqiao University Quanzhuo,Huanghua,China,Senior Editor,Expanded full-range extranet,2016-04-12,2016-08-29,8407.1,CNY,2024-08-02 21:09:34.366232
Agder University College,Oslo,Norway,Human Resources Manager,Right-sized upward-trending matrix,2017-07-25,2017-12-23,1528.26,NOK,2024-08-02 21:09:34.366232
University of Pardubice,Vacov,Czech Republic,Analyst Programmer,Balanced secondary extranet,2019-07-18,2019-07-26,6881.41,CZK,2024-08-02 21:09:34.366232
University of Nicosia,Leonárisso,Cyprus,Developer I,Operative 5th generation access,2017-07-01,2017-09-06,3388.8,EUR,2024-08-02 21:09:34.366232
Suzhou University,Sigaozhuang,China,Sales Associate,Grass-roots empowering interface,2016-09-06,2016-12-02,845.01,CNY,2024-08-02 21:09:34.366232
Sekolah Tinggi Akuntansi Negara (STAN),Bentengjawa,Indonesia,Technical Writer,Face to face mobile data-warehouse,2018-01-21,2018-07-02,8607.9,IDR,2024-08-02 21:09:34.366232
Kuban State University of Agriculture,Izobil’nyy,Russia,Desktop Support Technician,Intuitive empowering task-force,2017-06-30,2017-07-31,9907.79,RUB,2024-08-02 21:09:34.366232
Universitas Sam Ratulangi,Parigi,Indonesia,Help Desk Operator,Triple-buffered homogeneous framework,2018-10-18,2018-11-22,1974.12,IDR,2024-08-02 21:09:34.366232
Universitas Katolik Parahyangan,Sampangan,Indonesia,Internal Auditor,Inverse solution-oriented forecast,2018-09-20,2019-02-14,1037.8,IDR,2024-08-02 21:09:34.366232
Ludwik Solski State Academy of Theatre in Cracow,Biała Piska,Poland,Technical Writer,Down-sized encompassing database,2017-08-12,2018-01-22,4269.65,PLN,2024-08-02 21:09:34.366232
Moscow State University of Technology (Stankin),Rybinsk,Russia,Electrical Engineer,Cross-group demand-driven hardware,2018-09-05,2019-01-20,412.09,RUB,2024-08-02 21:09:34.366232
University of San Marino,Poggio di Chiesanuova,San Marino,Software Engineer I,Pre-emptive background policy,2018-02-27,2018-06-12,5947.03,EUR,2024-08-02 21:09:34.366232
Prince Mohammad Bin Fahd University,Hayil,Saudi Arabia,Product Engineer,Upgradable tertiary project,2016-07-09,2016-08-30,7227.09,SAR,2024-08-02 21:09:34.366232
Universidad ORT Uruguay,Soca,Uruguay,Assistant Media Planner,Virtual high-level extranet,2017-11-10,2018-04-20,9024.09,UYU,2024-08-02 21:09:34.366232
Shenyang Jianzhu University,Daixi,China,Human Resources Manager,Cloned national open architecture,2017-08-13,2017-12-16,8745.8,CNY,2024-08-02 21:09:34.366232
Dhurakijpundit University,Kranuan,Thailand,Paralegal,Multi-lateral transitional success,2019-07-12,2019-08-16,3331.8,THB,2024-08-02 21:09:34.366232
Universitas Paramadina Mulya,Sinargalih,Indonesia,Structural Analysis Engineer,Cloned object-oriented throughput,2017-06-05,2017-10-25,1029.1,IDR,2024-08-02 21:09:34.366232
Bost University,Manogay,Afghanistan,Cost Accountant,Focused bi-directional encryption,2017-04-30,2017-11-22,9481.84,AFN,2024-08-02 21:09:34.366232
Ludong University,Waina,China,Nuclear Power Engineer,Ameliorated modular methodology,2016-05-10,2016-09-25,7484.02,CNY,2024-08-02 21:09:34.366232
University of Ottawa,Atikokan,Canada,Research Nurse,Universal systemic portal,2019-07-27,2020-01-06,9626.78,CAD,2024-08-02 21:09:34.366232
Foundation University,Concepcion,Philippines,Geologist II,Versatile content-based architecture,2019-01-21,2019-03-26,4475.99,PHP,2024-08-02 21:09:34.366232
Universitas Tanjungpura,Batuna Satu,Indonesia,Structural Analysis Engineer,Enhanced modular toolset,2019-02-15,2019-09-09,8528.63,IDR,2024-08-02 21:09:34.366232
Harbin University of Science and Technology,Oubei,China,Computer Systems Analyst II,Total eco-centric archive,2017-09-30,2018-05-07,6063.82,CNY,2024-08-02 21:09:34.366232
Agricultural University of Athens,Kardamás,Greece,Human Resources Assistant I,User-friendly 24/7 conglomeration,2019-03-06,2019-04-09,444.36,EUR,2024-08-02 21:09:34.366232
Walcz College,Rybczewice,Poland,Administrative Officer,Exclusive optimizing task-force,2016-10-10,2017-03-04,1407.71,PLN,2024-08-02 21:09:34.366232
University College of the Fraser Valley,Athabasca,Canada,Data Coordinator,Reactive impactful instruction set,2019-06-30,2019-10-05,7158.17,CAD,2024-08-02 21:09:34.366232
South West University Yucai College,Dapeng,China,Database Administrator I,Synchronised bandwidth-monitored projection,2016-10-06,2017-04-04,7263.02,CNY,2024-08-02 21:09:34.366232
Université de Bangui,Gamboula,Central African Republic,Web Designer I,Quality-focused transitional complexity,2017-10-02,2017-12-05,4490.57,XAF,2024-08-02 21:09:34.366232
Amur State University,Solikamsk,Russia,Account Coordinator,Reverse-engineered bifurcated flexibility,2016-10-03,2017-04-02,1809.83,RUB,2024-08-02 21:09:34.366232
Collegium Civitas,Ostrzeszów,Poland,Geological Engineer,Profit-focused context-sensitive data-warehouse,2016-08-17,2017-01-21,7770.94,PLN,2024-08-02 21:09:34.366232
Universitas 17 Agustus 1945 Surabaya,Kedungdowo,Indonesia,Computer Systems Analyst III,Balanced disintermediate access,2018-05-02,2018-06-16,5727.94,IDR,2024-08-02 21:09:34.366232
"Preston University, Pakistan Campus",Zhob,Pakistan,Speech Pathologist,Diverse impactful capability,2017-01-05,2017-05-04,6717.16,PKR,2024-08-02 21:09:34.366232
Araullo University,Kiamba,Philippines,Computer Systems Analyst IV,Up-sized logistical productivity,2018-05-24,2018-12-19,7886.39,PHP,2024-08-02 21:09:34.366232
Salem College,West Hartford,United States,Administrative Officer,Up-sized heuristic archive,2018-08-05,2018-12-07,1795.16,USD,2024-08-02 21:09:34.366232
Instituto Superior de Ciências Empresariais e de Turismo,Meia Via,Portugal,VP Marketing,Inverse coherent matrix,2019-07-01,2019-11-08,1512.23,EUR,2024-08-02 21:09:34.366232
Universidad Argentina de la Empresa,Esperanza,Argentina,Compensation Analyst,Polarised grid-enabled product,2018-09-07,2018-11-30,4692.57,ARS,2024-08-02 21:09:34.366232
Universitas Katolik Soegijapranoto,Banjar Anyar,Indonesia,GIS Technical Architect,Visionary system-worthy structure,2017-08-13,2017-10-07,4017.66,IDR,2024-08-02 21:09:34.366232
Centre de Formation et de Perfectionnement des Journalistes,Saint-Jean-de-Védas,France,Research Associate,Extended logistical conglomeration,2019-07-20,2019-11-22,3198.87,EUR,2024-08-02 21:09:34.366232
Nanjing University of Economics,Sanqu,China,Marketing Assistant,Organic holistic algorithm,2018-05-16,2018-06-16,9501.95,CNY,2024-08-02 21:09:34.366232
Beijing Union University,Zhangyang,China,Structural Engineer,Re-engineered background secured line,2018-04-01,2018-09-29,8615.71,CNY,2024-08-02 21:09:34.366232
Urumqi Vocational University,Shanjiao,China,Automation Specialist II,Profit-focused empowering customer loyalty,2018-08-28,2018-09-18,6501.89,CNY,2024-08-02 21:09:34.366232
Capital University of Medical Sciences,Zhenqiao,China,Assistant Manager,User-centric client-driven projection,2018-02-22,2018-06-05,8348.86,CNY,2024-08-02 21:09:34.366232
China University of Mining Technology - Xuzhou,Wanshi,China,Actuary,Polarised actuating instruction set,2019-02-03,2019-02-21,2085.41,CNY,2024-08-02 21:09:34.366232
Universitas Bojonegoro,Wringinsari,Indonesia,Biostatistician II,Profit-focused asynchronous focus group,2017-03-23,2017-10-01,5021.53,IDR,2024-08-02 21:09:34.366232
Qurtuba University of Science and Infromation Technology,Rasūlnagar,Pakistan,Design Engineer,Reverse-engineered composite intranet,2017-03-11,2017-04-14,6369.31,PKR,2024-08-02 21:09:34.366232
Norwegian School of Economics and Business Administration,Oslo,Norway,GIS Technical Architect,Digitized scalable groupware,2016-04-03,2016-07-26,1822.47,NOK,2024-08-02 21:09:34.366232
Ambassador University,Port Saint Lucie,United States,Human Resources Manager,Adaptive optimizing knowledge user,2018-01-23,2018-05-12,9909.7,USD,2024-08-02 21:09:34.366232
University College of Kristianstad,Hallstahammar,Sweden,Financial Advisor,De-engineered logistical software,2019-02-12,2019-05-07,808.87,SEK,2024-08-02 21:09:34.366232
Collège Boréal,Blainville,Canada,Chemical Engineer,De-engineered mission-critical productivity,2019-04-19,2019-06-08,9806.1,CAD,2024-08-02 21:09:34.366232
Universidad Tecnológica de Panamá,Pedregal,Panama,Information Systems Manager,Robust responsive moratorium,2019-10-17,2020-02-28,3520.01,PAB,2024-08-02 21:09:34.366232
International College of the Cayman Islands,East End,Cayman Islands,Pharmacist,Progressive high-level forecast,2017-02-10,2017-07-31,7951.44,KYD,2024-08-02 21:09:34.366232
"Dubna International University for Nature, Society and Man",Vladimir,Russia,Geologist II,Multi-tiered even-keeled open architecture,2019-07-10,2019-12-17,6485.71,RUB,2024-08-02 21:09:34.366232
Université de Bamako,Kokofata,Mali,Systems Administrator IV,Secured clear-thinking framework,2016-11-30,2017-01-11,1180.92,XOF,2024-08-02 21:09:34.366232
Sabzevar Teacher Training University,Māsāl,Iran,Recruiter,Cloned full-range hardware,2017-09-30,2017-10-09,9688.6,IRR,2024-08-02 21:09:34.366232
Stie Perbanas Surabaya,Pulosari,Indonesia,Editor,Polarised background pricing structure,2016-05-25,2016-12-20,9851.22,IDR,2024-08-02 21:09:34.366232
Wenzhou University,Wolong,China,Desktop Support Technician,Right-sized value-added leverage,2016-08-10,2017-01-17,8511.8,CNY,2024-08-02 21:09:34.366232
Syktyvkar State University,Krasnoyarka,Russia,Assistant Manager,Realigned grid-enabled budgetary management,2018-03-14,2018-05-01,1195.97,RUB,2024-08-02 21:09:34.366232
Bashkir State Agrarian University,Vysotsk,Russia,Mechanical Systems Engineer,Compatible scalable challenge,2019-10-18,2020-03-26,5429.07,RUB,2024-08-02 21:09:34.366232
Seoul National University of Education,Eisen,South Korea,Research Assistant II,Robust scalable parallelism,2018-04-15,2018-09-21,9399.32,KRW,2024-08-02 21:09:34.366232
Qufu Normal University,Babao,China,Financial Analyst,Distributed attitude-oriented monitoring,2016-04-24,2016-11-29,645.54,CNY,2024-08-02 21:09:34.366232
International Turkmen Turkish University,Seydi,Turkmenistan,Senior Cost Accountant,Optional optimizing database,2017-07-09,2017-12-17,7990.15,TMT,2024-08-02 21:09:34.366232
Universitas Airlangga,Mekarsari,Indonesia,Senior Quality Engineer,Persistent needs-based analyzer,2016-04-21,2016-05-07,3493.92,IDR,2024-08-02 21:09:34.366232
Universidad Ricardo Palma,Huanoquite,Peru,Quality Engineer,Compatible leading edge encryption,2016-05-29,2016-06-14,7750.3,PEN,2024-08-02 21:09:34.366232
Northeastern University,Beigong,China,Electrical Engineer,Future-proofed logistical strategy,2019-10-24,2019-12-19,4591.15,CNY,2024-08-02 21:09:34.366232
Universitas Sanata Dharma,Pilang,Indonesia,Information Systems Manager,Cross-platform static migration,2018-11-18,2019-05-21,8724.42,IDR,2024-08-02 21:09:34.366232
Uppsala University,Gustavsberg,Sweden,Civil Engineer,Advanced web-enabled adapter,2016-11-16,2017-04-22,874.26,SEK,2024-08-02 21:09:34.366232
Medcenter One College of Nursing,Chicago,United States,Research Nurse,Down-sized global functionalities,2019-04-23,2019-09-18,8336.06,USD,2024-08-02 21:09:34.366232
Universitas Sebelas Maret,Suwangi Utara,Indonesia,Business Systems Development Analyst,Grass-roots bandwidth-monitored task-force,2018-08-24,2018-12-08,6039.37,IDR,2024-08-02 21:09:34.366232
Niigata College of Pharmacy,Tatebayashi,Japan,Geological Engineer,Future-proofed bifurcated task-force,2018-05-01,2018-05-17,4193.35,JPY,2024-08-02 21:09:34.366232
Ukrainian National Forestry University,Bohorodchany,Ukraine,Payment Adjustment Coordinator,Automated full-range complexity,2019-08-28,2020-02-03,3871.52,UAH,2024-08-02 21:09:34.366232
Universidad Nacional de Guinea Ecuatorial,Nsok,Equatorial Guinea,Environmental Tech,Ergonomic upward-trending moderator,2017-10-28,2018-02-17,8270.35,XAF,2024-08-02 21:09:34.366232
Huachiew Chalermprakiet University,Nakhon Nayok,Thailand,Accounting Assistant I,Assimilated human-resource migration,2018-09-21,2018-12-13,3066.65,THB,2024-08-02 21:09:34.366232
Universitas Katolik Widya Karya,Margasari,Indonesia,Office Assistant I,User-centric radical orchestration,2019-02-16,2019-09-03,2048.31,IDR,2024-08-02 21:09:34.366232
Ecole Nationale Supérieure d'Hydraulique et de Mécanique de Grenoble,Brignoles,France,Structural Analysis Engineer,Optional web-enabled groupware,2016-04-17,2016-09-24,1138.29,EUR,2024-08-02 21:09:34.366232
Nanjing University,Jingmao,China,General Manager,Synergized logistical synergy,2017-02-16,2017-09-21,1129.88,CNY,2024-08-02 21:09:34.366232
Instituto Politécnico de Coimbra,Vila Verde,Portugal,Media Manager II,Assimilated zero tolerance initiative,2016-09-08,2017-03-05,7711.68,EUR,2024-08-02 21:09:34.366232
Universidad Rural de Guatemala,San Bartolomé Milpas Altas,Guatemala,Internal Auditor,Fully-configurable human-resource strategy,2017-06-14,2017-09-05,5378.77,GTQ,2024-08-02 21:09:34.366232
Universidade de Tras-os-Montes e Alto Douro,Marinha,Portugal,Environmental Specialist,Versatile fresh-thinking installation,2018-07-28,2019-02-26,7534.45,EUR,2024-08-02 21:09:34.366232
Université Centrale,Hammam Sousse,Tunisia,Nurse,Multi-tiered client-server instruction set,2019-06-07,2019-12-26,8358.76,TND,2024-08-02 21:09:34.366232
Northern Jiaotong University,Xiachu,China,Marketing Manager,Decentralized 3rd generation synergy,2019-09-01,2019-11-16,7199.18,CNY,2024-08-02 21:09:34.366232
University of Petroleum (East China),Shichuan,China,Senior Cost Accountant,Front-line modular contingency,2016-05-21,2016-08-18,5025.56,CNY,2024-08-02 21:09:34.366232
Universitas Ma Chung,Kuripan,Indonesia,Senior Editor,Synergized needs-based product,2017-04-25,2017-11-16,3925.4,IDR,2024-08-02 21:09:34.366232
Al-Quds University - The Arab University in Jerusalem,Ţūbās,Palestinian Territory,Web Developer III,Multi-tiered leading edge attitude,2019-02-20,2019-02-25,1747.23,ILS,2024-08-02 21:09:34.366232
Université de N'Djamena,Bébédja,Chad,Internal Auditor,Synchronised attitude-oriented policy,2017-10-13,2017-11-12,1033.38,XAF,2024-08-02 21:09:34.366232
Hue University,Vĩnh Tường,Vietnam,Payment Adjustment Coordinator,Distributed holistic synergy,2018-06-09,2018-09-20,198.36,VND,2024-08-02 21:09:34.366232
Hebei Agricultural University,Shatian,China,Senior Cost Accountant,Expanded human-resource migration,2019-04-24,2019-10-24,4135.56,CNY,2024-08-02 21:09:34.366232
Hehai University,Baoping,China,Senior Cost Accountant,Inverse contextually-based software,2016-12-03,2017-01-10,2863.37,CNY,2024-08-02 21:09:34.366232
Universidad Nacional de San Martín,Estique,Peru,Senior Financial Analyst,Mandatory needs-based solution,2017-10-29,2017-12-25,9814.9,PEN,2024-08-02 21:09:34.366232
Universidade dos Acores,Cabeça Gorda,Portugal,Graphic Designer,Ergonomic full-range customer loyalty,2019-03-28,2019-06-22,7930.55,EUR,2024-08-02 21:09:34.366232
Universidade Federal do Rio de Janeiro,Santa Rita do Sapucaí,Brazil,Senior Cost Accountant,Decentralized optimizing contingency,2017-08-28,2017-10-26,4533.11,BRL,2024-08-02 21:09:34.366232
Nanjing Normal University,Yafan,China,Sales Representative,Integrated value-added artificial intelligence,2018-02-07,2018-06-10,7808.06,CNY,2024-08-02 21:09:34.366232
Asian University of Science and Technology,Sattahip,Thailand,Programmer Analyst II,Extended mobile approach,2019-07-04,2019-09-21,9973.11,THB,2024-08-02 21:09:34.366232
Pontifícia Universidade Católica do Rio de Janeiro,Torres,Brazil,VP Marketing,Switchable content-based parallelism,2017-07-27,2017-08-10,7057.73,BRL,2024-08-02 21:09:34.366232
South China University of Technology,Huanggang,China,Nurse Practicioner,Cloned non-volatile customer loyalty,2019-06-19,2020-01-23,4084.6,CNY,2024-08-02 21:09:34.366232
Université de Monastir,Skhira,Tunisia,Mechanical Systems Engineer,Down-sized actuating success,2017-04-10,2017-10-26,1403.41,TND,2024-08-02 21:09:34.366232
United Business Institute,Mons,Belgium,Software Consultant,Realigned intermediate challenge,2016-08-27,2017-02-07,5596.77,EUR,2024-08-02 21:09:34.366232
Universitas Kediri,Anjirserapat,Indonesia,Senior Quality Engineer,Reduced multi-tasking concept,2017-06-14,2018-01-03,3403.0,IDR,2024-08-02 21:09:34.366232
Moscow State University of Commerce,Mozhaysk,Russia,Technical Writer,Inverse system-worthy moderator,2018-02-06,2018-03-01,2338.5,RUB,2024-08-02 21:09:34.366232
Lulea University of Technology,Tyresö,Sweden,Research Nurse,Sharable radical parallelism,2019-02-17,2019-04-05,7864.93,SEK,2024-08-02 21:09:34.366232
Shanghai University of Finance and Economics,Sanxi,China,Office Assistant IV,Organic didactic secured line,2017-05-27,2017-11-21,8606.04,CNY,2024-08-02 21:09:34.366232
Nigerian Defence Academy,Zadawa,Nigeria,Environmental Specialist,Adaptive fault-tolerant interface,2016-04-19,2016-10-12,2510.59,NGN,2024-08-02 21:09:34.366232
Universidade Jean Piaget de Cabo Verde,Ribeira Grande,Cape Verde,VP Marketing,Seamless impactful service-desk,2017-09-04,2017-10-14,3624.15,CVE,2024-08-02 21:09:34.366232
"École nationale d'administration publique, Université du Québec",Middleton,Canada,Structural Analysis Engineer,Down-sized user-facing productivity,2019-02-05,2019-03-23,4295.63,CAD,2024-08-02 21:09:34.366232
Universidade do Estado da Bahia,Bacabal,Brazil,Pharmacist,Sharable optimal knowledge base,2019-03-06,2019-07-23,8065.59,BRL,2024-08-02 21:09:34.366232
Universitas Dian Nuswantoro,Dalam,Indonesia,Assistant Professor,Stand-alone client-driven installation,2019-03-26,2019-10-31,835.65,IDR,2024-08-02 21:09:34.366232
Universidade Lusófona de Humanidades e Technologias,Moreira de Geraz do Lima,Portugal,Statistician III,Proactive client-driven architecture,2019-09-03,2019-11-08,5781.64,EUR,2024-08-02 21:09:34.366232
"University of the West Indies, Mona",Linstead,Jamaica,Senior Financial Analyst,Object-based 4th generation secured line,2019-09-08,2019-11-03,7790.52,JMD,2024-08-02 21:09:34.366232
Petro Mohyla Black Sea State University,Komsomol’s’ke,Ukraine,Desktop Support Technician,Digitized responsive artificial intelligence,2017-01-06,2017-04-08,4703.33,UAH,2024-08-02 21:09:34.366232
University of the Philippines Mindanao,Corcuera,Philippines,Software Consultant,Intuitive uniform open architecture,2018-11-10,2019-05-14,4183.05,PHP,2024-08-02 21:09:34.366232
University of Education Hradec Kralove,Nelahozeves,Czech Republic,Occupational Therapist,Synergistic national workforce,2018-06-17,2018-09-11,1440.09,CZK,2024-08-02 21:09:34.366232
Feati University,Culubasa,Philippines,Dental Hygienist,Future-proofed 5th generation concept,2018-11-24,2019-02-17,4395.26,PHP,2024-08-02 21:09:34.366232
Tyumen State University of Gas and Oil,Sosnovo-Ozerskoye,Russia,Assistant Media Planner,Reverse-engineered fault-tolerant neural-net,2018-11-28,2019-03-26,9649.71,RUB,2024-08-02 21:09:34.366232
Nakhchivan Private University,Khirdalan,Azerbaijan,Clinical Specialist,Devolved neutral circuit,2017-08-29,2017-10-11,129.77,AZN,2024-08-02 21:09:34.366232
Universitas Bhayangkara Surabaya,Cikupa,Indonesia,Health Coach I,Universal multi-state firmware,2016-08-16,2017-02-25,5629.46,IDR,2024-08-02 21:09:34.366232
Samara State University of Economics,Vnukovo,Russia,Chemical Engineer,Operative client-driven structure,2018-05-06,2018-07-31,1677.59,RUB,2024-08-02 21:09:34.366232
Harokopio University,Kokkinóchoma,Greece,Programmer Analyst III,Distributed grid-enabled neural-net,2018-03-10,2018-10-06,4845.73,EUR,2024-08-02 21:09:34.366232
Shanghai University of Finance and Economics,Jishigang,China,Recruiting Manager,Profit-focused non-volatile internet solution,2019-07-11,2020-01-04,6401.43,CNY,2024-08-02 21:09:34.366232
Universitas Muhammadiyah Magelang,Marisgama,Indonesia,VP Product Management,Right-sized explicit open system,2016-03-13,2016-03-24,4219.79,IDR,2024-08-02 21:09:34.366232
Universitas Jenderal Soedirman,Bendungan,Indonesia,Systems Administrator I,Fully-configurable coherent infrastructure,2016-08-14,2017-02-15,8707.26,IDR,2024-08-02 21:09:34.366232
Jinan University,Mafang,China,Automation Specialist III,Digitized dedicated archive,2019-07-10,2019-09-29,9197.34,CNY,2024-08-02 21:09:34.366232
Sekolah Tinggi Akuntansi Negara (STAN),Trogan Barat,Indonesia,Media Manager III,Reactive coherent open architecture,2019-07-21,2019-09-16,3525.42,IDR,2024-08-02 21:09:34.366232
Benson Idahosa University,Lokoja,Nigeria,Internal Auditor,Balanced didactic throughput,2018-11-01,2019-04-18,1048.56,NGN,2024-08-02 21:09:34.366232
Silesian School of Economics and Languages,Radymno,Poland,Recruiting Manager,Centralized regional strategy,2018-10-14,2019-04-08,3913.61,PLN,2024-08-02 21:09:34.366232
Northeast Agricultural University,Baitouli,China,Administrative Officer,Multi-tiered asymmetric parallelism,2019-05-18,2019-08-05,5715.07,CNY,2024-08-02 21:09:34.366232
Ningxia University,Zouma,China,Analyst Programmer,Diverse dynamic open system,2019-08-24,2020-03-07,373.47,CNY,2024-08-02 21:09:34.366232
University of Zagreb,Kašina,Croatia,Structural Engineer,Reverse-engineered radical infrastructure,2018-05-28,2018-10-16,6778.25,HRK,2024-08-02 21:09:34.366232
Tumaini University - Iringa University College,Kihangara,Tanzania,VP Accounting,Intuitive disintermediate access,2019-09-15,2020-02-01,6865.39,TZS,2024-08-02 21:09:34.366232
University of Cassino,Milano,Italy,Health Coach III,Organic scalable hierarchy,2018-11-05,2019-02-01,9323.48,EUR,2024-08-02 21:09:34.366232
Groupe Sup de Co Amiens Picardie,Paris 01,France,Statistician I,Synergized responsive software,2019-10-11,2020-04-19,506.49,EUR,2024-08-02 21:09:34.366232
University of Technology Jamaica,Hayes,Jamaica,Budget/Accounting Analyst I,Quality-focused 3rd generation groupware,2018-02-20,2018-03-29,599.96,JMD,2024-08-02 21:09:34.366232
Tajik National University,Qŭrghonteppa,Tajikistan,Nuclear Power Engineer,Re-contextualized discrete challenge,2018-09-05,2019-01-17,9963.63,TJS,2024-08-02 21:09:34.366232
University of Santo Tomas,Lomboy,Philippines,Staff Accountant I,Ergonomic object-oriented hierarchy,2017-05-15,2017-12-05,1498.0,PHP,2024-08-02 21:09:34.366232
Tampere University of Technology,Orivesi,Finland,Compensation Analyst,Reactive optimal challenge,2018-05-05,2018-10-11,6689.44,EUR,2024-08-02 21:09:34.366232
Mahachulalongkorn Buddhist University,Sapphaya,Thailand,VP Sales,Inverse fresh-thinking software,2017-02-07,2017-05-07,7197.63,THB,2024-08-02 21:09:34.366232
"Schiller International University, Paris",Thiers,France,Senior Quality Engineer,Robust methodical complexity,2018-11-30,2018-12-10,9749.63,EUR,2024-08-02 21:09:34.366232
University of Montenegro,Rožaje,Montenegro,Help Desk Operator,Multi-tiered bottom-line contingency,2019-04-08,2019-09-20,7853.68,EUR,2024-08-02 21:09:34.366232
